7, 3976,  276;
$9,  258,  601, HL’bš’’‚ŠÚj
$1,  835, 1193, 2308,  492;
$2, 2064, 2009, 1973,  161;
$3,56196,50024,56196,50024;
$4,22911,61055,58624,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1202,  828, 1202,  828;
$8, 2934, 3976, 3976,  275;
$9,  258,  599,  102,32201;
$1,  834, 1194, 2236,  530;
$2, 2057, 2003, 1973,  161;
$3,56196,50024,56196,50024;
$4,24191,60543,59136,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1193,  834, 1193,  834;
$8, 2918, 3976, 3976,  276;
$9,  250,  597,  102,32201;
$1,  835, 1194, 2203,  526;
$2, 2057, 2005, 1967,  160;
$3,56196,50024,56196,50024;
$4,22399,60031,58112,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1200,  829, 1200,  829;
$8, 2919, 3976, 3976,  276;
$9,  257,  595,  102,32201;
$1,  834, 1194, 2222,  528;
$2, 2056, 2003, 1970,  160;
$3,56196,50024,56196,50024;
$4,23423,60543,59392,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1204,  833, 1204,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  594,  102,32201;
$1,  834, 1193, 2310,  429;
$2, 2055, 2010, 1965,  162;
$3,56196,50024,56196,50024;
$4,22399,59775,60160,  162;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1193,  835, 1193,  835;
$8, 2919, 3977, 3977,  276;
$9,  257,  594,  102,32201;
$1,  835, 1194, 2228,  528;
$2, 2059, 2009, 1972,  159;
$3,56196,50024,56196,50024;
$4,21887,60031,58368,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1203,  832, 1203,  832;
$8, 2928, 3976, 3976,  276;
$9,  246,  600,  102,32201;
$1,  835, 1193, 2232,  528;
$2, 2052, 2004, 1962,  159;
$3,56196,50024,56196,50024;
$4,22399,59263,61184,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  834, 1197,  834;
$8, 2928, 3977, 3976,  276;
$9,  247,  598,  102,32201;
$1,  835, 1196, 2226,  519;
$2, 2055, 2005, 1971,  162;
$3,56196,50024,56196,50024;
$4,23935,61311,59136,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1203,  833, 1203,  833;
$8, 2919, 3976, 3977,  275;
$9,  258,  596,  102,32201;
$1,  835, 1193, 2224,  530;
$2, 2058, 2004, 1965,  160;
$3,56196,50024,56196,50024;
$4,22143,59263,58368,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1196,  833, 1196,  833;
$8, 2923, 3977, 3976,  275;
$9,  256,  601,  102,32201;
$1,  834, 1194, 2210,  527;
$2, 2059, 2008, 1972,  157;
$3,56196,50024,56196,50024;
$4,22143,59263,59648,  157;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1203,  833, 1203,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  594,  102,32201;
$1,  835, 1194, 2222,  528;
$2, 2056, 2004, 1962,  161;
$3,56196,50024,56196,50024;
$4,23935,60799,59392,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  831, 1203,  831;
$8, 2919, 3976, 3976,  275;
$9,  256,  600,  102,32201;
$1,  834, 1194, 2332,  490;
$2, 2061, 2008, 1974,  160;
$3,56196,50024,56196,50024;
$4,22911,59263,59392,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1192,  832, 1192,  832;
$8, 2923, 3976, 3977,  276;
$9,  258,  596,  102,32201;
$1,  834, 1194, 2226,  532;
$2, 2056, 2008, 1970,  160;
$3,56196,50024,56196,50024;
$4,23679,59263,58624,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1197,  834, 1197,  834;
$8, 2926, 3977, 3977,  276;
$9,  252,  595,  102,32201;
$1,  835, 1196, 2222,  529;
$2, 2053, 2004, 1973,  159;
$3,56196,50024,56196,50024;
$4,24191,60543,58624,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1204,  835, 1204,  835;
$8, 2927, 3976, 3976,  276;
$9,  258,  595,  102,32201;
$1,  835, 1195, 2224,  527;
$2, 2059, 2008, 1974,  159;
$3,56196,50024,56196,50024;
$4,23679,61823,60160,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1203,  829, 1203,  829;
$8, 2919, 3976, 3976,  276;
$9,  258,  596,  102,32201;
$1,  834, 1195, 2284,  433;
$2, 2061, 2010, 1970,  158;
$3,56196,50024,56196,50024;
$4,22399,60287,59136,  158;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1198,  830, 1198,  830;
$8, 2929, 3977, 3976,  275;
$9,  249,  601,  102,32201;
$1,  833, 1194, 2231,  528;
$2, 2059, 2004, 1967,  162;
$3,44550,50024,44550,50024;
$4,22399,61311,59136,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1204,  832, 1204,  832;
$8, 2927, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  834, 1194, 2220,  529;
$2, 2064, 2009, 1972,  160;
$3,44550,50024,44550,50024;
$4,23423,60287,59136,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1197,  834, 1197,  834;
$8, 2928, 3977, 3976,  276;
$9,  247,  594,  102,32201;
$1,  835, 1193, 2245,  524;
$2, 2057, 2008, 1965,  160;
$3,44550,50024,44550,50024;
$4,21887,59007,59648,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1198,  834, 1198,  834;
$8, 2934, 3977, 3977,  276;
$9,  257,  599,  102,32201;
$1,  835, 1196, 2213,  528;
$2, 2068, 2008, 1973,  160;
$3,44550,50024,44550,50024;
$4,23423,59007,59136,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1203,  832, 1203,  832;
$8, 2928, 3976, 3977,  276;
$9,  246,  597,  102,32201;
$1,  835, 1193, 2213,  523;
$2, 2067, 2005, 1974,  159;
$3,44550,50024,44550,50024;
$4,23167,59775,57856,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2067, 2236, 2067;
$7, 1193,  836, 1193,  836;
$8, 2924, 3976, 3976,  275;
$9,  252,  594,  102,32201;
$1,  834, 1193, 2238,  528;
$2, 2063, 1999, 1960,  158;
$3,44550,50024,44550,50024;
$4,23679,57983,57600,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1193,  834, 1193,  834;
$8, 2918, 3976, 3976,  276;
$9,  249,  594,  102,32201;
$1,  835, 1192, 2302,  490;
$2, 2063, 2008, 1975,  160;
$3,44550,50024,44550,50024;
$4,22399,59007,58112,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1202,  836, 1202,  836;
$8, 2928, 3976, 3976,  276;
$9,  246,  595,  102,32201;
$1,  835, 1194, 2220,  532;
$2, 2062, 2007, 1968,  160;
$3,44550,50024,44550,50024;
$4,24703,60799,58112,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1203,  832, 1203,  832;
$8, 2923, 3976, 3975,  275;
$9,  258,  595,  102,32201;
$1,  835, 1193, 2204,  526;
$2, 2056, 2008, 1974,  157;
$3,44550,50024,44550,50024;
$4,22911,61311,59392,  157;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1196,  835, 1196,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  599,  102,32201;
$1,  836, 1194, 2231,  528;
$2, 2058, 2003, 1961,  162;
$3,44550,50024,44550,50024;
$4,20351,60287,58880,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1202,  835, 1202,  835;
$8, 2933, 3976, 3976,  276;
$9,  257,  594,  102,32201;
$1,  835, 1193, 2294,  431;
$2, 2055, 2005, 1965,  160;
$3,44550,50024,44550,50024;
$4,21887,61055,59648,  160;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1203,  834, 1203,  834;
$8, 2924, 3975, 3977,  276;
$9,  250,  598,  102,32201;
$1,  835, 1194, 2227,  527;
$2, 2060, 2003, 1965,  161;
$3,44550,50024,44550,50024;
$4,23679,61567,59136,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1198,  834, 1198,  834;
$8, 2928, 3977, 3976,  275;
$9,  246,  594,  102,32201;
$1,  836, 1194, 2221,  528;
$2, 2049, 2005, 1972,  159;
$3,44550,50024,44550,50024;
$4,23167,61055,58368,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2072, 2235, 2072;
$7, 1198,  834, 1198,  834;
$8, 2934, 3977, 3976,  276;
$9,  257,  587,  102,32201;
$1,  835, 1193, 2246,  520;
$2, 2057, 2008, 1972,  158;
$3,44550,50024,44550,50024;
$4,22911,60031,59392,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1202,  835, 1202,  835;
$8, 2927, 3976, 3976,  276;
$9,  258,  596,  102,32201;
$1,  835, 1193, 2227,  525;
$2, 2056, 2005, 1974,  159;
$3,44550,50024,44550,50024;
$4,23423,59775,35584,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1193,  831, 1193,  831;
$8, 2919, 3976, 3975,  276;
$9,  251,  594,  102,32201;
$1,  836, 1194, 2227,  525;
$2, 2061, 2008, 1969,  158;
$3,44550,50024,44550,50024;
$4,56703,60287,58880,  158;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1200,  835, 1200,  835;
$8, 2919, 3976, 3976,  276;
$9,  257,  604,  102,32201;
$1,  835, 1194, 2217,  525;
$2, 2058, 2003, 1969,  161;
$3,44550,50024,44550,50024;
$4,22143,58751,58880,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1194,  832, 1194,  832;
$8, 2931, 3976, 3976,  276;
$9,  258,  595,  102,32201;
$1,  834, 1194, 2311,  494;
$2, 2062, 2004, 1961,  160;
$3,44550,50024,44550,50024;
$4,24447,60543,57856,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1200,  826, 1200,  826;
$8, 2919, 3975, 3976,  275;
$9,  258,  600,  102,32201;
$1,  835, 1194, 2221,  526;
$2, 2053, 2008, 1966,  161;
$3,44550,50024,44550,50024;
$4,21375,59519,58112,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1202,  832, 1202,  832;
$8, 2931, 3976, 3976,  276;
$9,  257,  600,  102,32201;
$1,  835, 1195, 2229,  526;
$2, 2054, 2004, 1964,  158;
$3,44550,50024,44550,50024;
$4,24447,60031,58112,  158;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1204,  833, 1204,  833;
$8, 2922, 3976, 3977,  276;
$9,  254,  598,  102,32201;
$1,  835, 1196, 2218,  524;
$2, 2056, 2004, 1972,  160;
$3,44550,50024,44550,50024;
$4,23167,60031,58880,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  833, 1193,  833;
$8, 2919, 3976, 3976,  275;
$9,  258,  589,  102,32201;
$1,  834, 1194, 2217,  525;
$2, 2062, 2008, 1965,  159;
$3,44550,50024,44550,50024;
$4,22399,60287,58112,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1200,  836, 1200,  836;
$8, 2923, 3977, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1193, 2235,  529;
$2, 2050, 2008, 1979,  160;
$3,44550,50024,44550,50024;
$4,22399,59775,59136,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1202,  834, 1202,  834;
$8, 2932, 3977, 3977,  275;
$9,  248,  590,  102,32201;
$1,  835, 1194, 2233,  522;
$2, 2062, 2004, 1967,  160;
$3,44550,50024,44550,50024;
$4,23935,61311,59136,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1197,  835, 1197,  835;
$8, 2919, 3976, 3976,  276;
$9,  256,  596,  102,32201;
$1,  834, 1194, 2244,  518;
$2, 2057, 2008, 1965,  161;
$3,44550,50024,44550,50024;
$4,23935,60031,59136,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1192,  834, 1192,  834;
$8, 2919, 3976, 3976,  276;
$9,  256,  593,  102,32201;
$1,  835, 1193, 2215,  524;
$2, 2052, 2008, 1968,  160;
$3,44376,50024,44376,50024;
$4,22143,60287,34304,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1196,  832, 1196,  832;
$8, 2928, 3976, 3977,  276;
$9,  248,  601,  102,32201;
$1,  835, 1192, 2219,  529;
$2, 2057, 2008, 1977,  162;
$3,44376,50024,44376,50024;
$4,54911,59263,58880,  162;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1200,  835, 1200,  835;
$8, 2919, 3977, 3976,  276;
$9,  257,  604,  102,32201;
$1,  834, 1193, 2228,  524;
$2, 2060, 2008, 1967,  157;
$3,44376,50024,44376,50024;
$4,23679,60543,59648,  157;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1203,  831, 1203,  831;
$8, 2919, 3976, 3977,  276;
$9,  258,  596,  102,32201;
$1,  834, 1194, 2334,  491;
$2, 2058, 2008, 1967,  159;
$3,44376,50024,44376,50024;
$4,22143,59263,58112,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1193,  830, 1193,  830;
$8, 2923, 3976, 3977,  275;
$9,  258,  596,  102,32201;
$1,  834, 1193, 2230,  526;
$2, 2059, 2004, 1971,  159;
$3,44376,50024,44376,50024;
$4,22399,60543,57856,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1200,  834, 1200,  834;
$8, 2919, 3976, 3976,  276;
$9,  258,  599,  102,32201;
$1,  834, 1193, 2220,  526;
$2, 2057, 2004, 1970,  161;
$3,44376,50024,44376,50024;
$4,24959,61055,59904,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  836, 1193,  836;
$8, 2928, 3976, 3976,  276;
$9,  246,  596,  102,32201;
$1,  835, 1193, 2209,  522;
$2, 2056, 2005, 1964,  159;
$3,44376,50024,44376,50024;
$4,22399,60799,57344,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1202,  835, 1202,  835;
$8, 2927, 3976, 3977,  276;
$9,  257,  600,  102,32201;
$1,  835, 1194, 2227,  523;
$2, 2059, 2008, 1970,  160;
$3,44376,50024,44376,50024;
$4,22399,60543,58368,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1198,  834, 1198,  834;
$8, 2934, 3976, 3976,  275;
$9,  257,  596,  102,32201;
$1,  834, 1193, 2213,  526;
$2, 2056, 2009, 1968,  160;
$3,44376,50024,44376,50024;
$4,24447,60799,59904,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1202,  832, 1202,  832;
$8, 2931, 3977, 3975,  276;
$9,  257,  604,  102,32201;
$1,  835, 1194, 2222,  523;
$2, 2057, 2005, 1969,  159;
$3,44376,50024,44376,50024;
$4,22911,59775,59392,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1193,  834, 1193,  834;
$8, 2924, 3976, 3976,  276;
$9,  252,  593,  102,32201;
$1,  835, 1196, 2232,  520;
$2, 2063, 2004, 1962,  161;
$3,44376,50024,44376,50024;
$4,21887,59519,58880,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1200,  834, 1200,  834;
$8, 2923, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  835, 1194, 2218,  522;
$2, 2057, 2008, 1970,  160;
$3,44376,50024,44376,50024;
$4,21631,59263,60672,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1203,  833, 1203,  833;
$8, 2919, 3977, 3977,  276;
$9,  257,  599,  102,32201;
$1,  835, 1196, 2219,  523;
$2, 2059, 2005, 1966,  158;
$3,44376,50024,44376,50024;
$4,24447,61055,59136,  158;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  834, 1192,  834;
$8, 2920, 3977, 3976,  276;
$9,  247,  592,  102,32201;
$1,  835, 1194, 2215,  522;
$2, 2054, 2005, 1973,  157;
$3,44376,50024,44376,50024;
$4,20863,58495,58112,  157;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  834, 1203,  834;
$8, 2928, 3976, 3976,  276;
$9,  248,  602,  102,32201;
$1,  834, 1193, 2322,  492;
$2, 2059, 2007, 1963,  161;
$3,44376,50024,44376,50024;
$4,20863,59263,58368,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1196,  833, 1196,  833;
$8, 2919, 3976, 3977,  276;
$9,  252,  605,  102,32201;
$1,  834, 1194, 2230,  520;
$2, 2058, 2008, 1969,  162;
$3,44376,50024,44376,50024;
$4,24447,60543,58368,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1204,  834, 1204,  834;
$8, 2924, 3977, 3976,  276;
$9,  248,  598,  102,32201;
$1,  835, 1194, 2223,  523;
$2, 2057, 2004, 1962,  163;
$3,44376,50024,44376,50024;
$4,24959,61823,58112,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1196,  830, 1196,  830;
$8, 2929, 3976, 3976,  276;
$9,  256,  594,  102,32201;
$1,  835, 1196, 2165,  523;
$2, 2050, 2008, 1965,  159;
$3,44376,50024,44376,50024;
$4,20095,59263,57600,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1204,  833, 1204,  833;
$8, 2923, 3976, 3976,  276;
$9,  258,  592,  102,32201;
$1,  835, 1194, 2203,  522;
$2, 2061, 2008, 1975,  160;
$3,44376,50024,44376,50024;
$4,23167,60543,58880,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  834, 1203,  834;
$8, 2928, 3977, 3977,  276;
$9,  247,  595,  102,32201;
$1,  834, 1194, 2222,  522;
$2, 2063, 2005, 1968,  160;
$3,44376,50024,44376,50024;
$4,24703,61311,61440,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1197,  835, 1197,  835;
$8, 2919, 3975, 3977,  276;
$9,  256,  601,  102,32201;
$1,  834, 1193, 2220,  521;
$2, 2055, 2008, 1967,  161;
$3,44376,50024,44376,50024;
$4,18815,60287,58880,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1200,  834, 1200,  834;
$8, 2919, 3976, 3976,  276;
$9,  258,  600,  102,32201;
$1,  834, 1193, 2245,  514;
$2, 2054, 1999, 1967,  162;
$3,44376,50024,44376,50024;
$4,18815,58751,61184,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1197,  836, 1197,  836;
$8, 2918, 3977, 3976,  276;
$9,  257,  600,  102,32201;
$1,  835, 1194, 2217,  519;
$2, 2060, 2007, 1968,  159;
$3,44376,50024,44376,50024;
$4,24191,62847,60672,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1202,  830, 1202,  830;
$8, 2931, 3976, 3977,  276;
$9,  258,  594,  102,32201;
$1,  835, 1193, 2215,  519;
$2, 2063, 2008, 1966,  161;
$3,44376,50024,44376,50024;
$4,20863,58751,59392,  161;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1204,  834, 1204,  834;
$8, 2924, 3977, 3977,  276;
$9,  248,  595,  102,32201;
$1,  834, 1192, 2229,  523;
$2, 2068, 2005, 1966,  158;
$3,44376,50024,44376,50024;
$4,19327,58751,58880,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1194,  832, 1194,  832;
$8, 2927, 3977, 3977,  276;
$9,  257,  595,  102,32201;
$1,  834, 1194, 2316,  489;
$2, 2060, 2008, 1974,  161;
$3,44376,50024,44376,50024;
$4,25215,60799,58880,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1202,  833, 1202,  833;
$8, 2930, 3976, 3977,  276;
$9,  258,  603,  102,32201;
$1,  834, 1194, 2219,  519;
$2, 2055, 2008, 1969,  158;
$3,44376,50024,44376,50024;
$4,24703,60287,58112,  158;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1204,  833, 1204,  833;
$8, 2927, 3976, 3977,  276;
$9,  258,  593,  102,32201;
$1,  834, 1193, 2233,  520;
$2, 2058, 2005, 1972,  159;
$3,44376,50024,44376,50024;
$4,18815,58239,57344,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1193,  831, 1193,  831;
$8, 2919, 3976, 3976,  276;
$9,  257,  595,  102,32201;
$1,  834, 1193, 2213,  520;
$2, 2061, 2003, 1968,  160;
$3,44376,50024,44376,50024;
$4,22399,60287,58880,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1198,  833, 1198,  833;
$8, 2931, 3977, 3976,  275;
$9,  258,  598,  102,32201;
$1,  833, 1194, 2245,  523;
$2, 2059, 2010, 1967,  159;
$3,44376,50024,44376,50024;
$4,27519,62847,59648,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1204,  832, 1204,  832;
$8, 2929, 3977, 3977,  276;
$9,  256,  591,  102,32201;
$1,  834, 1193, 2247,  518;
$2, 2063, 2008, 1971,  162;
$3,44376,50024,44376,50024;
$4,21375,59263,57856,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1192,  836, 1192,  836;
$8, 2924, 3977, 3977,  276;
$9,  248,  600,  102,32201;
$1,  834, 1192, 2219,  519;
$2, 2063, 2004, 1968,  155;
$3,44376,50024,44376,50024;
$4,21375,58495,59904,  155;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1193,  835, 1193,  835;
$8, 2919, 3976, 3976,  276;
$9,  254,  602,  102,32201;
$1,  835, 1194, 2235,  514;
$2, 2055, 2007, 1961,  158;
$3,44376,50024,44376,50024;
$4,25471,62335,60672,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  833, 1203,  833;
$8, 2923, 3977, 3976,  276;
$9,  258,  593,  102,32201;
$1,  835, 1193, 2187,  522;
$2, 2062, 2008, 1966,  160;
$3,44376,50024,44376,50024;
$4,21887,59775,60160,  160;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1192,  833, 1192,  833;
$8, 2919, 3977, 3976,  276;
$9,  257,  597,  102,32201;
$1,  834, 1196, 2231,  522;
$2, 2058, 2008, 1969,  162;
$3,44376,50024,44376,50024;
$4,20351,58495,58368,  162;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1203,  836, 1203,  836;
$8, 2928, 3976, 3977,  276;
$9,  248,  595,  102,32201;
$1,  834, 1193, 2235,  520;
$2, 2054, 2004, 1964,  155;
$3,44376,50024,44376,50024;
$4,25471,61055,59136,  155;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1193,  835, 1193,  835;
$8, 2919, 3977, 3976,  276;
$9,  256,  599,  102,32201;
$1,  835, 1194, 2310,  487;
$2, 2061, 2009, 1968,  158;
$3,44376,50024,44376,50024;
$4,25471,61567,58624,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1201,  835, 1201,  835;
$8, 2919, 3977, 3976,  276;
$9,  258,  594,  102,32201;
$1,  834, 1193, 2205,  521;
$2, 2059, 2003, 1965,  159;
$3,44376,50024,44376,50024;
$4,21119,58751,57088,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2068, 2235, 2068;
$7, 1202,  832, 1202,  832;
$8, 2931, 3977, 3976,  275;
$9,  256,  594,  102,32201;
$1,  834, 1194, 2211,  521;
$2, 2065, 2006, 1968,  159;
$3,44376,50024,44376,50024;
$4,23679,61311,58624,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1193,  833, 1193,  833;
$8, 2919, 3977, 3977,  276;
$9,  255,  601,  102,32201;
$1,  834, 1194, 2235,  520;
$2, 2063, 2005, 1966,  160;
$3,44376,50024,44376,50024;
$4,25983,62335,58880,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1200,  828, 1200,  828;
$8, 2919, 3976, 3976,  276;
$9,  253,  592,  102,32201;
$1,  834, 1193, 2214,  520;
$2, 2063, 2005, 1967,  162;
$3,44376,50024,44376,50024;
$4,20095,59007,58112,  162;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1203,  831, 1203,  831;
$8, 2919, 3976, 3976,  275;
$9,  258,  596,  102,32201;
$1,  835, 1193, 2241,  521;
$2, 2054, 2008, 1970,  158;
$3,44376,50024,44376,50024;
$4,18047,58495,60160,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  835, 1203,  835;
$8, 2919, 3976, 3976,  275;
$9,  254,  604,  102,32201;
$1,  835, 1193, 2224,  517;
$2, 2063, 2008, 1971,  163;
$3,44376,50024,44376,50024;
$4,25727,61823,60672,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  833, 1193,  833;
$8, 2919, 3977, 3976,  276;
$9,  252,  604,  102,32201;
$1,  836, 1193, 2238,  514;
$2, 2052, 2007, 1972,  160;
$3,44376,50024,44376,50024;
$4,21887,59263,57856,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1198,  834, 1198,  834;
$8, 2934, 3977, 3976,  276;
$9,  257,  604,  102,32201;
$1,  834, 1193, 2227,  519;
$2, 2057, 2008, 1970,  158;
$3,44376,50024,44376,50024;
$4,19583,57727,58368,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1203,  831, 1203,  831;
$8, 2919, 3976, 3976,  276;
$9,  257,  603,  102,32201;
$1,  834, 1194, 2228,  517;
$2, 2059, 2009, 1969,  158;
$3,44376,50024,44376,50024;
$4,59007,61055,58624,  158;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1196,  830, 1196,  830;
$8, 2921, 3977, 3976,  276;
$9,  250,  600,  102,32201;
$1,  835, 1194, 2242,  520;
$2, 2057, 2003, 1964,  159;
$3,44376,50024,44376,50024;
$4,25215,62335,58112,  159;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1201,  832, 1201,  832;
$8, 2928, 3977, 3976,  276;
$9,  246,  601,  102,32201;
$1,  835, 1193, 2324,  485;
$2, 2058, 2005, 1968,  159;
$3,44376,50024,44376,50024;
